ENDUSE,District,Weight,Value,Item_Count,Date
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,7890146,625,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",3311432,51349484,734,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",0,93027568,507,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,38116330,1900,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",377674,114927661,5227,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",46569463,702199234,25105,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",3854774,292912343,5047,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",12680183,586597924,6648,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",25008557,111847521,4695,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",2593153,17465296,1180,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",42074098,254206650,14657,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",57034136,826387751,24325,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",14960188,347531175,5378,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",19954599,121702050,4515,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",19936601,284762697,13145,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",1412710,968036862,53229,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",1439017,179256993,14849,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",282787,314251190,7837,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",193306,56213388,2954,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",110495104,1079642013,33541,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",10693386,327187263,7642,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",6990587,352855092,2469,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",19383955,368867122,6844,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,3778258,267,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",95402,8907557,204,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",2042588,33079135,1425,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,40849507,2066,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",3023625,41154939,2485,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",0,439840,28,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",46161,4423058,201,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",7367523,780811160,43269,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",30449840,369212201,21085,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",21574331,282817086,10906,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",12725209,55424532,3446,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",1897100,32914947,641,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,48451,143670,19,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",8090127,50424282,3345,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",14597202,238609297,8237,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",301,1633667,118,2020-05-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",25335736,102557572,6919,2020-05-01
CONSUMER GOODS,"PORTLAND, ME",636821,407606999,2155,2020-05-01
CONSUMER GOODS,"ST. ALBANS, VT",0,38874111,4708,2020-05-01
CONSUMER GOODS,"BOSTON, MA",24396952,217091308,11986,2020-05-01
CONSUMER GOODS,"PROVIDENCE, RI",12215,3863930,35,2020-05-01
CONSUMER GOODS,"OGDENSBURG, NY",0,326290134,23867,2020-05-01
CONSUMER GOODS,"BUFFALO, NY",1023974,322381560,31285,2020-05-01
CONSUMER GOODS,"NEW YORK CITY, NY",372309190,4716248992,209271,2020-05-01
CONSUMER GOODS,"PHILADELPHIA, PA",16871258,1100913142,20676,2020-05-01
CONSUMER GOODS,"BALTIMORE, MD",44858237,479341448,14572,2020-05-01
CONSUMER GOODS,"NORFOLK, VA",124491373,677556354,39105,2020-05-01
CONSUMER GOODS,"WILMINGTON, NC",20387117,542116398,11003,2020-05-01
CONSUMER GOODS,"CHARLESTON, SC",95047971,630651182,37294,2020-05-01
CONSUMER GOODS,"SAVANNAH, GA",289822758,2674506861,115383,2020-05-01
CONSUMER GOODS,"TAMPA, FL",42674972,424332024,20775,2020-05-01
CONSUMER GOODS,"MOBILE, AL",40947546,222421146,18757,2020-05-01
CONSUMER GOODS,"NEW ORLEANS, LA",49666619,1393761546,75650,2020-05-01
CONSUMER GOODS,"PORT ARTHUR, TX",0,329187,5,2020-05-01
CONSUMER GOODS,"LAREDO, TX",631309,1172292676,121352,2020-05-01
CONSUMER GOODS,"EL PASO, TX",3332678,192786493,27603,2020-05-01
CONSUMER GOODS,"SAN DIEGO, CA",451763,716484306,47693,2020-05-01
CONSUMER GOODS,"NOGALES, AZ",8674190,83729043,9534,2020-05-01
CONSUMER GOODS,"LOS ANGELES, CA",1049513407,8427110741,439048,2020-05-01
CONSUMER GOODS,"SAN FRANCISCO, CA",96164646,721495993,48605,2020-05-01
CONSUMER GOODS,"HONOLULU, HI",2410326,26399400,2674,2020-05-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",10042728,62367796,5918,2020-05-01
CONSUMER GOODS,"SEATTLE, WA",151276437,1165888252,64768,2020-05-01
CONSUMER GOODS,"ANCHORAGE, AK",100,91691050,7038,2020-05-01
CONSUMER GOODS,"GREAT FALLS, MT",20979843,163648296,10172,2020-05-01
CONSUMER GOODS,"PEMBINA, ND",0,201651741,6961,2020-05-01
CONSUMER GOODS,"MINNEAPOLIS, MN",19295855,178480702,10666,2020-05-01
CONSUMER GOODS,"DULUTH, MN",51040,45057270,4848,2020-05-01
CONSUMER GOODS,"MILWAUKEE, WI",356989,14169952,953,2020-05-01
CONSUMER GOODS,"DETROIT, MI",8059346,1187053813,48403,2020-05-01
CONSUMER GOODS,"CHICAGO, IL",121424930,7767752139,95332,2020-05-01
CONSUMER GOODS,"CLEVELAND, OH",74472045,2392310085,120417,2020-05-01
CONSUMER GOODS,"ST. LOUIS, MO",55086402,344175438,23073,2020-05-01
CONSUMER GOODS,"SAN JUAN, PR",16428740,706305506,4401,2020-05-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,53743,2400942,138,2020-05-01
CONSUMER GOODS,"MIAMI, FL",51041104,767259565,51569,2020-05-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",113535190,505010551,29453,2020-05-01
CONSUMER GOODS,"WASHINGTON, DC",163978,492907731,1083,2020-05-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",73088163,1096714950,38270,2020-05-01
OTHER GOODS,"PORTLAND, ME",385189,32528469,590,2020-05-01
OTHER GOODS,"ST. ALBANS, VT",0,18018518,1035,2020-05-01
OTHER GOODS,"BOSTON, MA",612166,95908132,1200,2020-05-01
OTHER GOODS,"PROVIDENCE, RI",43094,6047456,5,2020-05-01
OTHER GOODS,"OGDENSBURG, NY",0,80034453,3830,2020-05-01
OTHER GOODS,"BUFFALO, NY",67282,138226270,7166,2020-05-01
OTHER GOODS,"NEW YORK CITY, NY",26596835,911371874,5962,2020-05-01
OTHER GOODS,"PHILADELPHIA, PA",3031981,47915202,1315,2020-05-01
OTHER GOODS,"BALTIMORE, MD",955566,54537146,267,2020-05-01
OTHER GOODS,"NORFOLK, VA",3207104,25961336,578,2020-05-01
OTHER GOODS,"WILMINGTON, NC",676175,14452411,327,2020-05-01
OTHER GOODS,"CHARLESTON, SC",4287557,38692141,1264,2020-05-01
OTHER GOODS,"SAVANNAH, GA",4287845,180995168,3637,2020-05-01
OTHER GOODS,"TAMPA, FL",447881,32184877,376,2020-05-01
OTHER GOODS,"MOBILE, AL",173450,5413336,264,2020-05-01
OTHER GOODS,"NEW ORLEANS, LA",2046036,391924722,16237,2020-05-01
OTHER GOODS,"LAREDO, TX",329,164935995,10385,2020-05-01
OTHER GOODS,"EL PASO, TX",101836,42299708,3119,2020-05-01
OTHER GOODS,"SAN DIEGO, CA",353,126053598,8120,2020-05-01
OTHER GOODS,"NOGALES, AZ",33679,93991357,6244,2020-05-01
OTHER GOODS,"SEATTLE, WA",4216488,130825939,5464,2020-05-01
OTHER GOODS,"LOS ANGELES, CA",7766505,246612659,6184,2020-05-01
OTHER GOODS,"SAN FRANCISCO, CA",13365730,147242592,3975,2020-05-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",114694,10845898,268,2020-05-01
OTHER GOODS,"ANCHORAGE, AK",0,184090585,1912,2020-05-01
OTHER GOODS,"HONOLULU, HI",40499,36492177,1388,2020-05-01
OTHER GOODS,"GREAT FALLS, MT",225108,118372356,4080,2020-05-01
OTHER GOODS,"PEMBINA, ND",0,90872327,3459,2020-05-01
OTHER GOODS,"MINNEAPOLIS, MN",768544,19958288,772,2020-05-01
OTHER GOODS,"DULUTH, MN",0,3438425,78,2020-05-01
OTHER GOODS,"MILWAUKEE, WI",1715,4874448,141,2020-05-01
OTHER GOODS,"DETROIT, MI",322768,368486863,14189,2020-05-01
OTHER GOODS,"CHICAGO, IL",2597580,1058870425,7215,2020-05-01
OTHER GOODS,"CLEVELAND, OH",2196777,363916959,14602,2020-05-01
OTHER GOODS,"ST. LOUIS, MO",2274535,20791392,714,2020-05-01
OTHER GOODS,"SAN JUAN, PR",739020,9230619,208,2020-05-01
OTHER GOODS,U.S. VIRGIN ISLANDS,121786,181865,5,2020-05-01
OTHER GOODS,"MIAMI, FL",6280911,221548621,5589,2020-05-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",7440981,156142715,1495,2020-05-01
OTHER GOODS,"WASHINGTON, DC",3265,11524141,184,2020-05-01
OTHER GOODS,"DALLAS-FORT WORTH, TX",317696,225641674,3479,2020-05-01
OTHER GOODS,LOW VALUE,0,1194942734,219,2020-05-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORTLAND, ME",413124,68907932,1131,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. ALBANS, VT",0,345632385,4332,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BOSTON, MA",8258210,441261358,18049,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PROVIDENCE, RI",3847,64645,6,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","OGDENSBURG, NY",0,271217640,14473,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BUFFALO, NY",1933965,503147704,29591,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW YORK CITY, NY",115023294,2730335552,88644,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PHILADELPHIA, PA",12169428,701843262,26918,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","BALTIMORE, MD",29519938,507013519,8693,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NORFOLK, VA",64113934,728139435,20579,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WILMINGTON, NC",22923108,318412422,12395,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHARLESTON, SC",88059688,1095646897,32629,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAVANNAH, GA",140846739,2447464034,68328,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","TAMPA, FL",24997050,273756635,5789,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MOBILE, AL",17885355,187582609,5669,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NEW ORLEANS, LA",40381000,3555848586,123991,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PORT ARTHUR, TX",115237,34455846,48,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LAREDO, TX",2701764,3987399642,188404,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","EL PASO, TX",7338825,3249324741,105679,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN DIEGO, CA",613138,1090845364,59738,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","NOGALES, AZ",836013,574639764,29645,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","LOS ANGELES, CA",399670353,8493325406,186825,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN FRANCISCO, CA",64342223,2787919531,50178,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","COLUMBIA-SNAKE, OR",7514473,158746415,4435,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","GREAT FALLS, MT",14263226,336160329,8682,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SEATTLE, WA",44132359,1407718977,27464,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ANCHORAGE, AK",1280,1128474041,21388,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HONOLULU, HI",370725,171000581,6941,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","PEMBINA, ND",0,214974874,10220,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MINNEAPOLIS, MN",14734860,285543186,11972,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DULUTH, MN",0,7748221,477,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MILWAUKEE, WI",1627284,27491848,2513,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DETROIT, MI",10545397,1313679399,53739,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CHICAGO, IL",80160018,5657106030,157699,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","CLEVELAND, OH",45437575,3693433916,198291,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","ST. LOUIS, MO",29417858,311779435,13389,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","SAN JUAN, PR",7018386,86280789,2267,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",U.S. VIRGIN ISLANDS,21253,103150,6,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","MIAMI, FL",22995763,699589031,16609,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","HOUSTON-GALVESTON, TX",93717711,1342227951,24912,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","WASHINGTON, DC",4107,89685829,2598,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE","DALLAS-FORT WORTH, TX",42152730,1521746458,43366,2020-06-01
"CAPITAL GOODS, EXCEPT AUTOMOTIVE",VESSELS UNDER OWN POWER,0,57750,2,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PORTLAND, ME",4221,24405847,3462,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. ALBANS, VT",0,11124290,725,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BOSTON, MA",2604163,24760327,642,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PROVIDENCE, RI",601659,379936163,3973,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","OGDENSBURG, NY",0,96538437,4496,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BUFFALO, NY",333122,589954580,21149,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW YORK CITY, NY",44096852,877396648,26925,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PHILADELPHIA, PA",5428634,214115202,5263,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","BALTIMORE, MD",13041454,710283842,8271,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NORFOLK, VA",17728004,90091271,4309,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WILMINGTON, NC",2605129,14005680,1183,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHARLESTON, SC",40482693,312447152,16352,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAVANNAH, GA",49143971,890371884,24733,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","TAMPA, FL",11407533,418445568,6145,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MOBILE, AL",12588230,161069903,3865,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NEW ORLEANS, LA",14365311,307378688,14055,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LAREDO, TX",812878,5844944097,282734,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","EL PASO, TX",930136,1085169005,80799,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN DIEGO, CA",120983,646695975,13537,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","NOGALES, AZ",89589,336826905,17605,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","LOS ANGELES, CA",138516177,1369935443,39963,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ANCHORAGE, AK",0,5267679,341,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN FRANCISCO, CA",15432712,322322761,9349,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","COLUMBIA-SNAKE, OR",4279754,244136098,633,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SEATTLE, WA",14512667,297325710,6668,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HONOLULU, HI",92390,6458830,169,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","GREAT FALLS, MT",1873546,62338933,2447,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","PEMBINA, ND",0,78445681,2890,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MINNEAPOLIS, MN",3029518,36905940,2456,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DULUTH, MN",0,581272,15,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MILWAUKEE, WI",8707,4323926,192,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DETROIT, MI",5366104,3460163322,172298,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CHICAGO, IL",23541754,314185348,19471,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","CLEVELAND, OH",18018586,261064817,11475,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","ST. LOUIS, MO",11939216,50268893,3066,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","SAN JUAN, PR",1697126,74097274,504,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES",U.S. VIRGIN ISLANDS,0,56148,3,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","MIAMI, FL",9258794,70371046,3463,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","HOUSTON-GALVESTON, TX",12989151,290030432,7429,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","WASHINGTON, DC",0,1330232,137,2020-06-01
"AUTOMOTIVE VEHICLES, PARTS, AND ENGINES","DALLAS-FORT WORTH, TX",24430144,121107349,7204,2020-06-01
CONSUMER GOODS,"PORTLAND, ME",319102,235749447,2257,2020-06-01
CONSUMER GOODS,"ST. ALBANS, VT",7300,45258830,6376,2020-06-01
CONSUMER GOODS,"BOSTON, MA",17886238,236595184,14467,2020-06-01
CONSUMER GOODS,"PROVIDENCE, RI",21506,9759583,25,2020-06-01
CONSUMER GOODS,"OGDENSBURG, NY",0,285932450,33421,2020-06-01
CONSUMER GOODS,"BALTIMORE, MD",43949536,394975188,14323,2020-06-01
CONSUMER GOODS,"BUFFALO, NY",807116,339217277,36195,2020-06-01
CONSUMER GOODS,"NEW YORK CITY, NY",392355351,7226357446,298181,2020-06-01
CONSUMER GOODS,"PHILADELPHIA, PA",18223293,1577049911,25985,2020-06-01
CONSUMER GOODS,"NORFOLK, VA",155667105,867705435,47869,2020-06-01
CONSUMER GOODS,"WILMINGTON, NC",18633068,881223294,12047,2020-06-01
CONSUMER GOODS,"CHARLESTON, SC",88092254,658505138,36819,2020-06-01
CONSUMER GOODS,"SAVANNAH, GA",330064607,2931222881,133545,2020-06-01
CONSUMER GOODS,"TAMPA, FL",38819299,434974153,18624,2020-06-01
CONSUMER GOODS,"MOBILE, AL",30908884,163585807,14444,2020-06-01
CONSUMER GOODS,"NEW ORLEANS, LA",47037682,1574445222,75082,2020-06-01
CONSUMER GOODS,"PORT ARTHUR, TX",0,59021,2,2020-06-01
CONSUMER GOODS,"LAREDO, TX",259387,1538596566,157064,2020-06-01
CONSUMER GOODS,"EL PASO, TX",3073620,354166706,43058,2020-06-01
CONSUMER GOODS,"SAN DIEGO, CA",675519,1060283141,74938,2020-06-01
CONSUMER GOODS,"NOGALES, AZ",15983318,117782867,11986,2020-06-01
CONSUMER GOODS,"LOS ANGELES, CA",1400736019,10702187390,546444,2020-06-01
CONSUMER GOODS,"SAN FRANCISCO, CA",124054333,879729256,60971,2020-06-01
CONSUMER GOODS,"COLUMBIA-SNAKE, OR",9721077,65381028,6155,2020-06-01
CONSUMER GOODS,"SEATTLE, WA",137068046,1193020833,64571,2020-06-01
CONSUMER GOODS,"ANCHORAGE, AK",20126,84745310,6624,2020-06-01
CONSUMER GOODS,"HONOLULU, HI",1962798,22101279,3595,2020-06-01
CONSUMER GOODS,"GREAT FALLS, MT",34039810,178308958,11117,2020-06-01
CONSUMER GOODS,"PEMBINA, ND",0,222765523,7859,2020-06-01
CONSUMER GOODS,"MINNEAPOLIS, MN",15300441,170725973,10224,2020-06-01
CONSUMER GOODS,"DULUTH, MN",13275,31596908,3287,2020-06-01
CONSUMER GOODS,"MILWAUKEE, WI",162778,11438016,766,2020-06-01
CONSUMER GOODS,"DETROIT, MI",5442739,1310220242,54830,2020-06-01
CONSUMER GOODS,"SAN JUAN, PR",16803959,746474214,4985,2020-06-01
CONSUMER GOODS,"CHICAGO, IL",109713876,7342091713,99423,2020-06-01
CONSUMER GOODS,"CLEVELAND, OH",76095961,2522057619,128721,2020-06-01
CONSUMER GOODS,"ST. LOUIS, MO",56448724,377454539,24740,2020-06-01
CONSUMER GOODS,U.S. VIRGIN ISLANDS,32000,1307788,9,2020-06-01
CONSUMER GOODS,"MIAMI, FL",62944376,1094375838,64684,2020-06-01
CONSUMER GOODS,"HOUSTON-GALVESTON, TX",125750527,525634964,32310,2020-06-01
CONSUMER GOODS,"WASHINGTON, DC",127207,393108770,1248,2020-06-01
CONSUMER GOODS,"DALLAS-FORT WORTH, TX",76537364,1524438936,46206,2020-06-01
OTHER GOODS,"PORTLAND, ME",5825,42817419,709,2020-06-01
OTHER GOODS,"ST. ALBANS, VT",0,33347009,1192,2020-06-01
OTHER GOODS,"BOSTON, MA",121940,91537369,1687,2020-06-01
OTHER GOODS,"PROVIDENCE, RI",0,87563,2,2020-06-01
OTHER GOODS,"OGDENSBURG, NY",0,112322061,5037,2020-06-01
OTHER GOODS,"BUFFALO, NY",79371,147432850,8319,2020-06-01
OTHER GOODS,"NEW YORK CITY, NY",6233855,693639426,7971,2020-06-01
OTHER GOODS,"PHILADELPHIA, PA",1884011,47673098,1342,2020-06-01
OTHER GOODS,"BALTIMORE, MD",889158,28373594,284,2020-06-01
OTHER GOODS,"NORFOLK, VA",1384958,29882938,707,2020-06-01
OTHER GOODS,"WILMINGTON, NC",228199,13395765,504,2020-06-01
OTHER GOODS,"CHARLESTON, SC",1926701,51945811,1512,2020-06-01
OTHER GOODS,"SAVANNAH, GA",3070503,308142371,4146,2020-06-01
OTHER GOODS,"TAMPA, FL",415494,29845911,386,2020-06-01
OTHER GOODS,"MOBILE, AL",338183,13940453,242,2020-06-01
OTHER GOODS,"NEW ORLEANS, LA",1029598,427396999,18106,2020-06-01
OTHER GOODS,"PORT ARTHUR, TX",236948,524400,2,2020-06-01
OTHER GOODS,"LAREDO, TX",23171,210452069,14629,2020-06-01
OTHER GOODS,"LOS ANGELES, CA",4033149,355157729,7484,2020-06-01
OTHER GOODS,"EL PASO, TX",28065,53114086,4854,2020-06-01
OTHER GOODS,"SAN DIEGO, CA",0,152412699,10488,2020-06-01
OTHER GOODS,"NOGALES, AZ",2330,170395787,6291,2020-06-01
OTHER GOODS,"SAN FRANCISCO, CA",1499489,143334350,4815,2020-06-01
OTHER GOODS,"COLUMBIA-SNAKE, OR",79715,10715608,253,2020-06-01
OTHER GOODS,"SEATTLE, WA",3670481,205877730,6927,2020-06-01
OTHER GOODS,"ANCHORAGE, AK",564850,157581889,2380,2020-06-01
OTHER GOODS,"HONOLULU, HI",2584,25699504,1395,2020-06-01
OTHER GOODS,"GREAT FALLS, MT",233986,172346518,5797,2020-06-01
OTHER GOODS,"PEMBINA, ND",0,109999579,4048,2020-06-01
OTHER GOODS,"MINNEAPOLIS, MN",572682,21359019,810,2020-06-01
OTHER GOODS,"DULUTH, MN",0,4629184,81,2020-06-01
OTHER GOODS,"MILWAUKEE, WI",789,4860040,132,2020-06-01
OTHER GOODS,"DETROIT, MI",125622,472078315,22119,2020-06-01
OTHER GOODS,"CHICAGO, IL",1905538,581338732,8505,2020-06-01
OTHER GOODS,"CLEVELAND, OH",789328,395020135,16648,2020-06-01
OTHER GOODS,"ST. LOUIS, MO",1875224,18525868,763,2020-06-01
OTHER GOODS,"SAN JUAN, PR",385974,28545473,274,2020-06-01
OTHER GOODS,"MIAMI, FL",3841673,255863586,5459,2020-06-01
OTHER GOODS,"HOUSTON-GALVESTON, TX",2892877,177205798,1881,2020-06-01
OTHER GOODS,"WASHINGTON, DC",2930,20493818,232,2020-06-01
